id,latitude,longitude,order_weight,window_start,window_end,delivery_duration
277,48.869348,2.353465,40.0,23400,30600,300
278,48.866607,2.347183,300.0,10800,30600,600
279,48.860239,2.439017,30.0,10800,32400,600
280,48.839371,2.275395,50.0,16200,23400,300
281,48.862157,2.380131,80.0,10800,27000,600
282,48.846995,2.295463,20.0,27000,34200,300
283,48.899967,2.308606,10.0,10800,23400,600
284,48.859666,2.400606,30.0,22200,30600,300
285,48.891251,2.315104,40.0,23700,32400,300
286,48.909165,2.333026,160.0,21600,28800,300
287,48.853092,2.446721,150.0,10800,27000,600
288,48.874475,2.348376,90.0,27000,34200,300
289,48.862582,2.378376,130.0,10800,27000,600
290,48.899967,2.308606,30.0,10800,23400,600
291,48.894248,2.329873,50.0,23400,30600,300
292,48.849396,2.487719,10.0,14100,21600,300
293,48.853201,2.364023,9.0,15300,25200,300
294,48.709629,2.186809,130.0,21300,28800,300
295,48.866114,2.347646,60.0,10800,27000,600
296,48.848667,2.318563,60.0,27000,34200,300
297,48.851024,2.357324,90.0,10800,32400,600
298,48.864515,2.349468,220.0,21600,32100,300
299,48.783496,2.36755,30.0,12000,27000,300
300,48.841908,2.39934,90.0,18000,27000,300
301,48.877385,2.34453,10.0,14400,21600,300
302,48.858143,2.42606,100.0,24600,34200,300
303,48.859299,2.353966,120.0,19800,27000,300
304,48.860672,2.36894,70.0,10800,27000,600
305,48.871577,2.357253,60.0,27000,34200,300
306,48.779075,2.241072,30.0,27000,34200,300
307,48.853092,2.446721,70.0,10800,27000,600
308,48.89398,2.451706,70.0,18000,25200,300
309,48.861534,2.447749,100.0,10800,19800,600
310,48.884579,2.321093,40.0,10800,19800,600
311,48.890972,2.333087,60.0,10800,23400,600
312,48.889635,2.310004,40.0,24900,34200,300
313,48.824607,2.33745,130.0,21600,30600,300
314,48.879961,2.297438,30.0,27000,34200,300
315,48.860866,2.352342,1.5,22200,32400,300
316,48.852026,2.328532,630.0,27000,34200,300
317,48.820083,2.338397,70.0,10800,28800,600
318,48.87053,2.354152,20.0,10800,30600,600
319,48.861534,2.447749,20.0,10800,19800,600
320,48.865924,2.302847,430.0,27000,34200,300
321,48.86667,2.373262,10.0,10800,28800,600
322,48.86455,2.291547,60.0,21300,32400,300
323,48.867952,2.312546,20.0,17400,27000,300
