id,latitude,longitude,order_weight,window_start,window_end,delivery_duration
277,48.869348,2.353465,40.0,23400,30600,300
278,48.891112,2.351839,180.0,25800,34200,300
279,48.860866,2.352342,1.5,22200,32400,300
280,48.888238,2.340264,200.0,21600,28800,300
281,48.857059,2.340688,10.0,10800,19800,600
282,48.899967,2.308606,30.0,10800,23400,600
283,48.899967,2.308606,10.0,10800,23400,600
284,48.859666,2.400606,30.0,22200,30600,300
285,48.891251,2.315104,40.0,23700,32400,300
286,48.901023,2.295646,180.0,22200,32400,300
287,48.853092,2.446721,150.0,10800,27000,600
288,48.865459,2.206655,60.0,25200,32400,300
289,48.862582,2.378376,130.0,10800,27000,600
290,48.709629,2.186809,130.0,21300,28800,300
291,48.877015,2.340326,5.5,21600,28800,300
292,48.849396,2.487719,10.0,14100,21600,300
293,48.853201,2.364023,9.0,15300,25200,300
294,48.882639,2.328132,30.0,27000,34200,300
295,48.861534,2.447749,30.0,14400,23400,600
296,48.848667,2.318563,60.0,27000,34200,300
297,48.851024,2.357324,90.0,10800,32400,600
298,48.860672,2.36894,70.0,10800,30600,600
299,48.783496,2.36755,30.0,12000,27000,300
300,48.843664,2.355453,60.0,23400,30600,300
301,48.861534,2.447749,200.0,10800,19800,600
302,48.901023,2.295646,130.0,20100,36000,300
303,48.859299,2.353966,120.0,19800,27000,300
304,48.862582,2.378376,10.0,10800,27000,600
305,48.871577,2.357253,60.0,27000,34200,300
306,48.779075,2.241072,30.0,27000,34200,300
307,48.839087,2.356878,80.0,28800,36000,300
308,48.874625,2.360056,50.0,10800,30600,600
309,48.861534,2.447749,100.0,10800,19800,600
310,48.884579,2.321093,40.0,10800,19800,600
311,48.890972,2.333087,60.0,10800,23400,600
312,48.877797,2.3392,80.0,19800,27000,300
313,48.857949,2.349303,9.2,21900,32400,300
314,48.879961,2.297438,30.0,27000,34200,300
315,48.848691,2.417032,70.0,21600,28800,300
316,48.671045,2.193783,40.0,24000,37800,300
317,48.820083,2.338397,70.0,10800,28800,600
318,48.80101,2.373169,1060.0,24600,34200,300
319,48.861534,2.447749,20.0,10800,19800,600
320,48.739704,2.460785,20.0,18000,25200,300
321,48.86667,2.373262,10.0,10800,28800,600
322,48.86455,2.291547,60.0,21300,32400,300
323,48.867952,2.312546,20.0,17400,27000,300
324,48.909165,2.333026,20.0,25200,32400,300
325,48.844975,2.341771,130.0,24600,34200,300
326,48.832208,2.315982,100.0,26400,34200,300
327,48.849785,2.343277,20.0,10800,30600,600
328,48.874452,2.333577,20.0,21600,28800,300
329,48.9,2.32731,30.0,10800,19800,600
330,48.863516,2.363531,3.4,25200,32400,300
331,48.839371,2.275395,50.0,16200,23400,300
332,48.781456,2.226619,30.0,19800,31500,300
333,48.899967,2.308606,30.0,14400,27000,600
334,48.874452,2.333577,60.0,20400,28800,300
335,48.843755,2.352663,20.0,23100,30600,300
336,48.851331,2.364571,7.0,10800,30600,600
337,48.856169,2.361938,40.0,19500,28800,300
338,48.843652,2.309599,10.0,21900,30600,300
339,48.890972,2.333087,10.0,10800,23400,600
340,48.86709,2.347841,20.0,23400,30600,300
341,48.870058,2.346376,40.0,10800,27000,600
342,48.87165,2.339553,20.0,10800,28800,600
343,48.871589,2.367311,4.0,18300,32400,300
344,48.87804,2.33354,40.0,10800,19800,600
345,48.87053,2.354152,20.0,10800,30600,600
346,48.851146,2.3256,10.0,24600,34200,300
347,48.867446,2.371157,20.0,34200,37800,300
348,48.794882,2.29681,40.0,14400,27600,300
349,48.884579,2.321093,10.0,10800,19800,600
350,48.860667,2.405303,120.0,10800,19800,600
351,48.901023,2.382707,20.0,24300,32400,300
352,48.862582,2.378376,70.0,14400,30600,600
353,48.862582,2.378376,40.0,10800,27000,600
354,48.882409,2.333305,20.0,10800,30600,600
355,48.839561,2.377922,30.0,10800,32400,300
356,48.882425,2.332707,30.0,10800,27000,600
357,48.87941,2.362948,70.0,18000,25200,300
358,48.861534,2.447749,30.0,10800,22800,600
359,48.859751,2.359141,50.0,21600,28800,300
360,48.853561,2.351725,10.0,17100,28800,300
361,48.864705,2.368198,190.0,27000,38400,300
362,48.824607,2.33745,130.0,21600,30600,300
363,48.861986,2.352285,20.0,10800,32400,600
364,48.859749,2.352951,70.0,17700,25200,300
365,48.816249,2.413067,10.0,17400,25200,300
366,48.889029,2.355844,70.0,21600,28800,300
367,48.883802,2.280951,140.0,22800,34200,300
368,48.838635,2.3578,130.0,19500,28800,300
369,48.889635,2.310004,40.0,24900,34200,300
370,48.895699,2.353142,50.0,10800,30600,600
371,48.860487,2.35484,70.0,30600,37800,300
372,48.879023,2.292983,30.0,23400,30600,300
373,48.859578,2.349867,120.0,27000,34200,300
374,48.843541,2.295369,60.0,10800,30600,600
375,48.683179,2.106212,60.0,30600,37800,300
376,48.866114,2.347646,80.0,14400,30600,600
377,48.848134,2.341924,20.0,14400,21600,300
378,48.862157,2.380131,50.0,10800,27000,600
379,48.896074,2.504742,180.0,14400,34200,600
380,48.830166,2.353779,110.0,10800,23400,600
381,48.853092,2.446721,70.0,10800,27000,600
382,48.864917,2.404575,30.0,14400,25200,300
383,48.847517,2.387622,30.0,21600,28800,300
384,48.797616,2.331327,10.0,21600,28800,300
385,48.846995,2.295463,30.0,27000,34200,300
386,48.909165,2.333026,160.0,21600,28800,300
387,48.872693,2.365364,100.0,19800,28800,300
388,48.874475,2.348376,90.0,27000,34200,300
389,48.883138,2.411119,70.0,24900,34200,300
390,48.858143,2.42606,50.0,27000,34200,300
391,48.853561,2.351725,20.0,14100,28800,300
392,48.846995,2.295463,20.0,27000,34200,300
393,48.8867,2.329382,10.0,25200,32400,300
394,48.839211,2.322806,3.66,24600,34200,300
395,48.840094,2.350711,10.0,10800,34200,600
396,48.872992,2.334854,10.0,26700,34200,300
397,48.860672,2.36894,80.0,10800,27000,600
398,48.868599,2.353279,50.0,24600,34200,300
399,48.898396,2.311348,40.0,24300,34200,300
400,48.854419,2.339259,40.0,24600,34200,300
401,48.865391,2.35162,140.0,14400,24600,600
402,48.860239,2.439017,10.0,10800,32400,600
403,48.841908,2.39934,90.0,18000,27000,300
404,48.846401,2.353746,20.0,23400,30600,300
405,48.888866,2.341702,40.0,21600,28800,300
406,48.820083,2.338397,40.0,10800,28800,600
407,48.8114,2.310856,10.0,10800,23400,600
