id,latitude,longitude,order_weight,window_start,window_end,delivery_duration
59,48.853341,2.370838,30.0,19800,34200,300
60,48.768783,2.3161,60.0,27000,34200,300
61,48.864304,2.376037,180.0,27000,34200,300
62,48.885053,2.340459,50.0,23400,30600,300
63,48.873957,2.3343,60.0,19500,32400,300
64,48.858048,2.37557,20.0,19200,28800,300
65,48.860866,2.352342,1.5,22200,32400,300
66,48.860672,2.36894,80.0,10800,27000,600
67,48.872693,2.365364,80.0,20700,28800,300
68,48.870665,2.329899,30.0,19800,32400,300
69,48.884579,2.321093,40.0,10800,19800,600
70,48.861619,2.366735,10.0,21600,28800,300
71,48.860672,2.36894,70.0,10800,27000,600
72,48.858143,2.42606,100.0,24600,34200,300
73,48.895699,2.353142,50.0,10800,30600,600
74,48.884927,2.34248,40.0,17100,25200,300
75,48.8669,2.346647,120.0,14700,34200,300
76,48.909036,2.395574,280.0,16200,23400,300
77,48.858041,2.323125,30.0,14400,21600,300
78,48.864515,2.349468,130.0,21600,28800,300
79,48.853561,2.351725,30.0,18600,28800,300
80,48.842483,2.325146,60.0,19800,27000,300
81,48.862582,2.378376,80.0,10800,27000,600
82,48.872234,2.330953,130.0,18000,28800,300
83,48.741089,2.604485,80.0,26400,34200,300
84,48.863042,2.361,70.0,25200,32400,300
85,48.853201,2.364023,9.0,15300,25200,300
86,48.877385,2.34453,10.0,26700,34200,300
87,48.856211,2.344191,90.0,16500,34200,600
88,48.872693,2.365364,100.0,19800,28800,300
89,48.851024,2.357324,70.0,10800,32400,600
90,48.866896,2.344011,20.0,10800,21600,600
91,48.824607,2.33745,100.0,23400,30600,300
92,48.862157,2.380131,70.0,10800,27000,600
93,48.830166,2.353779,130.0,10800,23400,600
94,48.9,2.32731,30.0,10800,19800,600
95,48.877451,2.353736,120.0,15000,28800,300
96,48.858041,2.323125,70.0,14400,21600,300
97,48.862269,2.352519,40.0,23400,30600,300
98,48.843664,2.355453,60.0,23400,30600,300
99,48.869518,2.346613,30.0,10800,32400,600
100,48.860667,2.405303,130.0,10800,19800,600
101,48.857059,2.340688,40.0,10800,19800,600
102,48.876452,2.344866,20.0,10800,27000,600
103,48.847517,2.387622,50.0,21600,28800,300
104,48.866114,2.347646,100.0,10800,27000,600
105,48.853092,2.446721,70.0,10800,27000,600
106,48.859751,2.359141,70.0,15900,27000,300
107,48.878589,2.314193,30.0,20400,32400,300
108,48.909165,2.333026,160.0,21600,28800,300
109,48.870058,2.346376,30.0,10800,27000,600
110,48.85882,2.307784,30.0,17100,32400,300
111,48.883624,2.345827,140.0,27000,34200,300
112,48.843541,2.295369,120.0,10800,30600,600
113,48.851326,2.384865,130.0,21300,28800,300
114,48.896074,2.504742,40.0,10800,30600,600
115,48.853561,2.351725,10.0,17100,28800,300
116,48.848691,2.417032,50.0,18000,25200,300
117,48.848134,2.341924,60.0,14400,21600,300
118,48.846995,2.295463,30.0,27000,34200,300
119,48.787527,2.445889,60.0,10800,32400,600
120,48.889635,2.310004,40.0,24900,34200,300
121,48.856662,2.35241,80.0,24600,34200,300
122,48.874475,2.348376,90.0,27000,34200,300
123,48.783496,2.36755,70.0,14100,27000,300
124,48.830166,2.353779,110.0,10800,23400,600
125,48.858048,2.37557,50.0,21300,28800,300
126,48.876411,2.387146,130.0,16200,23400,300
127,48.866524,2.363518,40.0,10800,21600,600
128,48.856169,2.361938,40.0,19500,28800,300
129,48.860672,2.36894,30.0,10800,27000,600
130,48.861534,2.447749,200.0,10800,19800,600
131,48.899967,2.308606,10.0,10800,23400,600
132,48.883138,2.411119,40.0,27000,34200,300
133,48.733325,2.442407,9.0,24900,34200,300
134,48.860667,2.405303,120.0,10800,19800,600
135,48.871577,2.357253,60.0,27000,34200,300
136,48.820083,2.338397,80.0,10800,28800,600
137,48.895151,2.197145,30.0,19500,25200,300
138,48.859299,2.353966,120.0,19800,27000,300
139,48.844975,2.341771,130.0,24600,34200,300
140,48.860782,2.340251,20.0,14400,21600,300
141,48.858041,2.323125,30.0,14400,21600,300
142,48.865391,2.35162,50.0,10800,19800,600
143,48.840094,2.350711,10.0,10800,34200,600
144,48.874625,2.360056,40.0,10800,30600,600
145,48.820083,2.338397,60.0,10800,28800,600
146,48.824607,2.33745,130.0,21600,30600,300
147,48.85838,2.354403,20.0,10800,19800,600
148,48.862582,2.378376,40.0,10800,27000,600
149,48.890972,2.333087,10.0,10800,23400,600
150,48.846995,2.295463,30.0,27000,34200,300
151,48.849785,2.343277,20.0,10800,30600,600
152,48.839211,2.322806,3.66,24600,34200,300
153,48.859608,2.37047,50.0,21600,32400,300
154,48.871589,2.367311,4.0,18300,32400,300
155,48.864515,2.349468,130.0,21000,28800,300
156,48.853561,2.351725,20.0,14100,28800,300
157,48.86667,2.373262,10.0,10800,28800,600
158,48.877474,2.27288,80.0,23400,30600,300
159,48.860672,2.36894,40.0,10800,27000,600
160,48.858143,2.42606,50.0,27000,34200,300
161,48.858048,2.37557,1.0,20400,28800,300
162,48.861534,2.447749,100.0,10800,19800,600
163,48.861673,2.353084,120.0,25200,32400,300
164,48.877028,2.309487,30.0,21600,28800,300
165,48.852708,2.349901,90.0,19800,34200,300
166,48.839371,2.275395,50.0,16200,23400,300
167,48.882425,2.332707,30.0,10800,27000,600
168,48.862157,2.380131,60.0,10800,27000,600
169,48.859666,2.400606,30.0,22200,30600,300
170,48.820083,2.338397,70.0,10800,28800,600
171,48.876452,2.344866,30.0,10800,27000,600
172,48.872357,2.359855,50.0,14400,21600,300
173,48.851326,2.384865,120.0,21000,28800,300
174,48.709629,2.186809,130.0,21300,28800,300
175,48.867952,2.312546,20.0,17400,27000,300
