id,latitude,longitude,order_weight,window_start,window_end,delivery_duration
277,48.869348,2.353465,40.0,23400,30600,300
278,48.862157,2.380131,80.0,10800,27000,600
279,48.865459,2.206655,60.0,25200,32400,300
280,48.885785,2.336001,130.0,27000,37800,300
281,48.872128,2.37034,10.0,10800,30600,600
282,48.847517,2.387622,50.0,21600,28800,300
283,48.899967,2.308606,10.0,10800,23400,600
284,48.859666,2.400606,30.0,22200,30600,300
285,48.891251,2.315104,40.0,23700,32400,300
286,48.872357,2.359855,50.0,14400,21600,300
287,48.86186,2.299426,10.0,14400,21600,300
288,48.860667,2.405303,130.0,10800,19800,600
289,48.862582,2.378376,130.0,10800,27000,600
290,48.888653,2.319593,70.0,24900,36000,300
291,48.709629,2.186809,130.0,21300,28800,300
292,48.849396,2.487719,10.0,14100,21600,300
293,48.853201,2.364023,9.0,15300,25200,300
294,48.870665,2.329899,30.0,19800,32400,300
295,48.861534,2.447749,30.0,14400,23400,600
296,48.848667,2.318563,60.0,27000,34200,300
297,48.851024,2.357324,90.0,10800,32400,600
298,48.901023,2.295646,180.0,22200,32400,300
299,48.783496,2.36755,30.0,12000,27000,300
300,48.860672,2.36894,60.0,14400,34200,600
301,48.872092,2.350505,20.0,25200,36000,300
302,48.901023,2.295646,130.0,20100,36000,300
303,48.859299,2.353966,120.0,19800,27000,300
304,48.831596,2.329138,30.0,21600,35400,300
305,48.871577,2.357253,60.0,27000,34200,300
306,48.779075,2.241072,30.0,27000,34200,300
307,48.839087,2.356878,80.0,28800,36000,300
308,48.900384,2.339066,200.0,27000,37800,300
309,48.861534,2.447749,100.0,10800,19800,600
310,48.884579,2.321093,40.0,10800,19800,600
311,48.890972,2.333087,60.0,10800,23400,600
312,48.876452,2.344866,30.0,10800,27000,600
313,48.909799,2.306217,50.0,14400,31800,600
314,48.879961,2.297438,30.0,27000,34200,300
315,48.848691,2.417032,70.0,21600,28800,300
316,48.671045,2.193783,40.0,24000,37800,300
317,48.820083,2.338397,70.0,10800,28800,600
318,48.888833,2.286171,80.0,21600,33300,300
319,48.892242,2.283902,60.0,10800,21600,600
320,48.739704,2.460785,20.0,18000,25200,300
321,48.86667,2.373262,10.0,10800,28800,600
322,48.86455,2.291547,60.0,21300,32400,300
323,48.867952,2.312546,20.0,17400,27000,300
324,48.909165,2.333026,20.0,25200,32400,300
325,48.877385,2.34453,10.0,14400,21600,300
326,48.832208,2.315982,100.0,26400,34200,300
327,48.849785,2.343277,20.0,10800,30600,600
328,48.787527,2.445889,50.0,10800,32400,600
329,48.9,2.32731,30.0,10800,19800,600
330,48.863516,2.363531,3.4,25200,32400,300
331,48.839371,2.275395,50.0,16200,23400,300
332,48.857059,2.340688,10.0,10800,19800,600
333,48.899967,2.308606,30.0,14400,27000,600
334,48.874452,2.333577,60.0,20400,28800,300
335,48.873554,2.360319,120.0,10800,19800,600
336,48.887475,2.320054,150.0,32400,42600,300
337,48.868071,2.330056,50.0,25500,34200,300
338,48.841908,2.39934,90.0,18000,27000,300
339,48.855403,2.330874,200.0,17700,32400,300
340,48.882425,2.332707,30.0,10800,27000,600
341,48.870058,2.346376,40.0,10800,27000,600
342,48.877015,2.340326,110.0,25200,36000,300
343,48.866714,2.356094,100.0,25200,36000,300
344,48.876452,2.344866,30.0,14400,30600,600
345,48.87053,2.354152,20.0,10800,30600,600
346,48.876411,2.387146,250.0,21600,32400,300
347,48.867446,2.371157,20.0,34200,37800,300
348,48.824607,2.33745,130.0,21600,30600,300
349,48.863042,2.361,70.0,25200,32400,300
350,48.860667,2.405303,120.0,10800,19800,600
351,48.901023,2.382707,20.0,24300,32400,300
352,48.862582,2.378376,70.0,14400,30600,600
353,48.857445,2.354015,50.0,28500,39600,300
354,48.882409,2.333305,20.0,10800,30600,600
355,48.839561,2.377922,30.0,10800,32400,300
356,48.740356,2.428745,60.0,14400,21600,300
357,48.889704,2.319617,70.0,25200,32400,300
358,48.899967,2.308606,30.0,10800,23400,600
359,48.866894,2.349155,10.0,28800,39600,300
360,48.849295,2.374176,9.5,25200,36000,300
361,48.864705,2.368198,190.0,27000,38400,300
362,48.894248,2.329873,50.0,23400,30600,300
363,48.9,2.32731,40.0,10800,19800,600
364,48.859749,2.352951,70.0,17700,25200,300
365,48.874821,2.386266,140.0,25200,33900,300
366,48.862582,2.378376,40.0,10800,27000,600
367,48.883802,2.280951,140.0,22800,34200,300
368,48.838635,2.3578,130.0,19500,28800,300
369,48.888238,2.340264,200.0,21600,28800,300
370,48.895699,2.353142,50.0,10800,30600,600
371,48.860487,2.35484,70.0,30600,37800,300
372,48.879023,2.292983,30.0,23400,30600,300
373,48.859578,2.349867,120.0,27000,34200,300
374,48.843541,2.295369,60.0,10800,30600,600
375,48.683179,2.106212,60.0,30600,37800,300
376,48.866114,2.347646,80.0,14400,30600,600
377,48.873153,2.327943,60.0,14400,25200,600
378,48.832772,2.330007,120.0,21600,35400,300
379,48.896074,2.504742,180.0,14400,34200,600
380,48.860239,2.439017,30.0,10800,32400,600
381,48.868629,2.296899,90.0,14400,30600,600
382,48.877451,2.353736,120.0,15000,28800,300
383,48.847517,2.387622,30.0,21600,28800,300
384,48.797616,2.331327,10.0,21600,28800,300
385,48.852729,2.406029,30.0,21600,33600,300
386,48.850222,2.410169,170.0,25200,32400,300
387,48.872693,2.365364,100.0,19800,28800,300
388,48.874475,2.348376,90.0,27000,34200,300
389,48.860667,2.405303,120.0,10800,21600,600
390,48.858143,2.42606,50.0,27000,34200,300
391,48.853561,2.351725,20.0,14100,28800,300
392,48.846995,2.295463,20.0,27000,34200,300
393,48.8867,2.329382,10.0,25200,32400,300
394,48.861534,2.447749,140.0,14400,27900,600
395,48.840094,2.350711,10.0,10800,34200,600
396,48.872992,2.334854,10.0,26700,34200,300
397,48.88435,2.3148,240.0,21600,32400,300
398,48.868599,2.353279,50.0,24600,34200,300
399,48.866796,2.290555,140.0,25200,32400,300
400,48.861534,2.447749,30.0,10800,22800,600
401,48.865391,2.35162,140.0,14400,24600,600
402,48.87804,2.33354,40.0,10800,19800,600
403,48.864917,2.404575,30.0,14400,25200,300
404,48.846401,2.353746,20.0,23400,30600,300
405,48.888866,2.341702,40.0,21600,28800,300
406,48.877015,2.340326,5.5,21600,28800,300
407,48.877219,2.372353,210.0,14400,27000,600
408,48.87552,2.30007,40.0,23400,34200,300
409,48.8501,2.284588,50.0,16200,23400,300
410,48.859751,2.359141,50.0,19200,32400,300
411,48.859749,2.352951,40.0,21600,32400,300
412,48.854259,2.365123,20.0,14400,34200,600
413,48.863946,2.348192,80.0,25200,32400,300
414,48.830166,2.353779,110.0,10800,23400,600
415,48.860239,2.439017,10.0,10800,32400,600
416,48.888573,2.317533,20.0,25200,32400,300
417,48.871577,2.357253,30.0,28800,38400,300
418,48.912166,2.398266,40.0,28800,39600,300
419,48.891284,2.350582,90.0,24900,32400,300
420,48.89398,2.451706,70.0,18000,25200,300
421,48.864901,2.385296,40.0,26700,34200,300
422,48.87941,2.362948,70.0,18000,25200,300
423,48.876554,2.339691,20.0,31500,39600,300
424,48.895151,2.197145,40.0,15000,25200,300
425,48.80101,2.373169,660.0,27000,34200,300
426,48.85838,2.354403,30.0,14400,23400,600
427,48.859751,2.359141,50.0,21600,28800,300
428,48.839627,2.362314,30.0,25200,36000,300
429,48.860866,2.352342,1.5,22200,32400,300
430,48.888292,2.338463,90.0,21600,32400,300
431,48.872693,2.365364,90.0,19800,28800,300
432,48.856169,2.361938,40.0,19500,28800,300
433,48.778974,2.303566,20.0,14400,34200,600
434,48.851326,2.384865,90.0,27000,34200,300
435,48.825801,2.316044,30.0,30600,37800,300
436,48.894248,2.329873,70.0,28800,39600,300
437,48.87165,2.339553,30.0,14400,32400,600
438,48.847629,2.326023,120.0,24600,32400,300
439,48.883138,2.411119,70.0,24900,34200,300
440,48.8114,2.310856,10.0,10800,23400,600
441,48.853092,2.446721,150.0,10800,27000,600
442,48.843652,2.309599,10.0,21900,30600,300
443,48.876452,2.344866,10.0,10800,27000,600
444,48.85535,2.310836,10.0,23400,37800,300
445,48.816249,2.413067,10.0,17400,25200,300
446,48.853964,2.376421,30.0,14400,27600,600
447,48.884597,2.331364,140.0,21600,28800,300
448,48.876722,2.34135,50.0,21600,32400,300
449,48.875514,2.339011,130.0,27000,37800,300
450,48.887996,2.323688,70.0,25200,36000,300
451,48.871589,2.367311,10.0,21900,32400,300
452,48.863712,2.363562,10.0,28800,39600,300
453,48.9,2.32731,50.0,14400,28500,600
454,48.851024,2.357324,70.0,10800,32400,600
455,48.861986,2.352285,8.0,14400,36000,600
456,48.830166,2.353779,130.0,14400,29400,600
457,48.912166,2.398266,60.0,21000,34200,300
458,48.861534,2.447749,70.0,10800,19800,600
459,48.851852,2.33035,90.0,21300,28800,300
460,48.849785,2.343277,20.0,14400,34200,600
461,48.873143,2.328494,300.0,25200,36000,300
462,48.854419,2.339259,40.0,24600,34200,300
463,48.889635,2.310004,40.0,24900,34200,300
464,48.812255,2.39599,40.0,25200,36000,300
465,48.851331,2.364571,7.0,10800,30600,600
466,48.885053,2.340459,70.0,23400,30600,300
467,48.853341,2.370838,30.0,19800,34200,300
468,48.909165,2.333026,160.0,21600,28800,300
469,48.846995,2.295463,30.0,27000,34200,300
470,48.852026,2.328532,630.0,27000,34200,300
471,48.820976,2.237976,60.0,18000,25200,300
472,48.862582,2.378376,10.0,10800,27000,600
473,48.890972,2.333087,10.0,10800,23400,600
474,48.861534,2.447749,20.0,10800,19800,600
475,48.803472,2.335421,40.0,24900,32400,300
476,48.849785,2.343277,30.0,31200,39600,300
477,48.889413,2.348189,60.0,28800,39600,300
478,48.862157,2.380131,70.0,10800,27000,600
479,48.898396,2.311348,40.0,24300,34200,300
480,48.853561,2.351725,30.0,18600,28800,300
481,48.859608,2.37047,50.0,21600,32400,300
482,48.87165,2.339553,20.0,10800,28800,600
483,48.858048,2.37557,20.0,19200,28800,300
484,48.895151,2.197145,30.0,19500,25200,300
485,48.88303,2.316255,20.0,27000,34200,300
486,48.820083,2.338397,40.0,10800,28800,600
487,48.864515,2.349468,220.0,21600,32100,300
488,48.884739,2.325182,140.0,27000,37800,300
489,48.860782,2.340251,5.0,18300,32400,300
490,48.862269,2.352519,40.0,23400,30600,300
491,48.824607,2.33745,100.0,23400,30600,300
492,48.880271,2.353582,80.0,10800,19800,600
493,48.874452,2.333577,20.0,21600,28800,300
494,48.781456,2.226619,30.0,19800,31500,300
495,48.862416,2.371563,10.0,29400,37800,300
496,48.830001,2.375113,8.0,21600,32400,300
